,node,embedding
3720,2625,"[ 0.79378743 -0.97738644 -0.03060009 -0.06879477  0.07587978  0.35739106
  0.92582792 -0.0745079   0.17024031  0.21899592  0.01244732  0.21312488
  0.06067048  0.18141039 -0.80025147 -0.22600943 -0.23293201  0.07845435
  0.06238076 -0.00432626  0.30387277  0.06855846 -0.06996203  0.31154892
 -0.21633782  0.02699478  0.2666155   0.08647727  0.13124474 -0.03537598
  0.12022251  0.1636895 ]"
3721,4344,"[ 3.07907841 -1.48704419 -0.37945248  3.21210818  1.55511678  0.50081713
  0.03366441 -0.73270933 -1.15658988  0.21994746 -1.03498763 -0.39594058
 -1.07493627 -0.47750707 -0.523854    0.40014373 -0.35274109 -0.02902603
 -0.36261325  0.37368234  0.66945419  0.05171321  0.19646678 -0.43831102
 -0.57563399 -0.21044786 -0.13505012  0.69975975  0.04635997 -0.17240866
 -0.01301444  0.08629638]"
3722,4300,"[ 0.86157639 -0.95083032  0.62936001  0.14370485 -0.20650895  0.49667282
  0.57192821 -0.04345179  0.57908759  0.01117134 -0.70799636 -0.16558431
  0.15318019  0.32240539 -0.32992651 -0.14678378 -0.09986114 -0.30143596
  0.14142634  0.09194976  0.68257975 -0.1164399   0.22440909  0.3740673
 -0.12361938  0.08033037  0.44983334 -0.11082264 -0.01513949 -0.06983727
  0.3198936   0.45476886]"
3723,5774,"[11.34667796  3.15845558 -1.42548827 15.81403132  3.98375688  1.85051533
 -2.95690853 -0.26216944  5.09277977 -1.75652486  4.91829225  0.94028526
 -0.41856899  2.5676424  -0.65990387  0.99820699 -0.37383522  1.31744501
  1.25749245  1.57992674  0.33118151  0.29654112  0.58517205  0.65978866
 -0.6746213   1.03284387 -0.87399066  1.80311003 -0.09037072 -2.59051183
  0.41246448  1.2280983 ]"
3724,5829,"[ 0.27080452 -0.46104074  0.00437917  0.23343877 -0.04462775  0.33867156
  0.45101844  0.11809768 -0.16929021 -0.01416955 -0.41350261  0.03906477
  0.0073346   0.08367735 -0.39443989  0.23125318 -0.13707684 -0.15407717
  0.0268177  -0.31237546  0.30436527 -0.04321663  0.13260388  0.05353763
 -0.34671427  0.34574918  0.22343579  0.28328028  0.20838932  0.11086241
  0.18327976  0.04386849]"
3725,2170,"[ 1.20342361 -1.06112052 -0.1168265   1.82525195  0.24608084  0.96999918
  0.01482209 -0.41391711 -1.1628794  -0.3877761  -1.2651503  -0.01268461
  0.13069462 -0.32011182 -0.09650092  0.58848869 -0.51211368 -0.42329689
  0.26996838 -0.07171938 -0.02623651  0.16316898  0.43727999 -0.3011713
 -0.35754937 -0.00202708  0.04729275  0.25365274  0.10449708  0.26637941
  0.4578186   0.07498818]"
3726,1557,"[ 0.59449474 -0.25040267  0.26959614  0.15943306 -0.34631502  0.39727775
 -0.12841904  0.1612493   0.14176594  0.11277324 -0.38945521  0.28210055
  0.05539713  0.15994879 -0.0351764   0.08778087 -0.26101829 -0.20331784
 -0.08645521 -0.36604682  0.06124533  0.09550929 -0.24363615 -0.1594315
 -0.18546338  0.15861678  0.04157251 -0.07424012  0.10808306  0.27350445
 -0.20418695 -0.16214652]"
3727,5353,"[ 1.06058197 -0.74136091 -0.59527051  0.94750874 -0.15734739  0.16828162
  0.14221895 -0.3838623  -1.22117382  0.13140305 -0.60905363  0.05026415
 -0.06503237 -0.28186441  0.01867447  0.51451422  0.08590556 -0.09135896
  0.09124709  0.00251074 -0.46853861  0.46203774 -0.28638272 -0.45285461
 -0.61997398 -0.01015059 -0.35822401 -0.32700284 -0.38266753  0.15390207
 -0.32461045 -0.47202195]"
3728,5174,"[ 6.29736607e-01 -5.20755532e-01 -3.38721488e-02  2.39098454e-01
  1.23050219e-01 -2.96019995e-02  3.16578949e-01 -1.36369404e-01
 -1.19814070e-01  1.24438228e-01 -7.38147848e-02 -1.16675518e-01
  1.28291920e-01 -9.53628405e-02 -1.66918401e-01 -3.40297078e-02
 -7.69633834e-05 -4.98450997e-02  3.66856312e-03  1.61365071e-01
 -8.56927128e-02 -3.26575534e-02  1.64330247e-01  1.38297001e-01
 -1.88003145e-02 -1.51669595e-01  1.76004417e-01  6.65149651e-02
 -6.01670820e-02 -5.88689067e-02  3.41701366e-02 -1.18938388e-01]"
3729,6624,"[ 0.25642967 -0.33216172  0.03384827  0.06022567 -0.03037299  0.23495211
  0.40543254 -0.07858998 -0.02325699  0.02326882 -0.11833715  0.02043225
 -0.01146648  0.13501442 -0.56847392 -0.05941949 -0.1202593   0.02310693
 -0.1475829  -0.13894137  0.03066393 -0.05872777 -0.00309397 -0.06029648
 -0.12160879 -0.09620898  0.04132806  0.11291535 -0.0486482   0.02562264
 -0.08339277  0.002503  ]"
3730,1981,"[ 0.55701591 -0.66305914  0.05902316  0.00978327 -0.15522634  0.38052918
  0.71989421 -0.02340743 -0.11356914  0.06141259  0.16115998  0.08227624
 -0.021188    0.3757556  -0.53086216 -0.17578716 -0.01848792  0.30802671
 -0.06932714 -0.21457146 -0.09911784 -0.05165471 -0.20587481 -0.33926748
  0.03040888 -0.31266129 -0.02981841  0.08905674 -0.06277411 -0.10307167
 -0.23512426  0.12652319]"
3731,1305,"[ 0.50708528 -0.58113294 -0.20239608  0.16675356 -0.01110013  0.23898609
  0.58678065  0.26063303 -0.24899216 -0.14586956  0.0449568  -0.12387603
  0.07808676  0.24762699 -0.38856115 -0.01554299  0.05020869 -0.06648674
  0.00521024 -0.37594201 -0.25575445 -0.05287905 -0.08143533 -0.22749258
 -0.09230888 -0.11950757 -0.015962    0.05884849 -0.15686175 -0.33535794
 -0.16860088  0.12350057]"
3732,2471,"[ 8.36939419 -0.04561946 -1.0006888  11.61480596  2.12066172  0.43208042
 -2.20203806 -0.02222195  1.66561732 -0.90923523  1.41513694 -0.41547399
 -0.70877592  0.94175773 -0.54064374  0.57562628  0.99360438  0.84999411
  0.02840338 -0.18761819  0.85443221 -0.32463539 -0.0203502  -0.69109074
  0.79002943 -0.5752819   0.18918382  0.27926169  0.24168118 -0.37086916
  1.61597284  1.44184161]"
3733,4826,"[ 8.0014311  -1.50719407 -0.26582222  8.3688028   0.64465507  1.04341532
 -2.36152011 -0.68023694  0.3556642  -0.20570664 -0.43702962 -0.40798068
  0.29446073  1.33383683  0.509015   -0.75379066  0.20941693 -0.42103528
  0.51167645  1.03874323  0.37982082  0.67471895  0.48000298 -0.04556859
  0.69299767 -1.77487682  0.18985532 -0.36683319  0.94539172 -1.19889195
  0.82680506  1.13140055]"
3734,666,"[ 1.42357107 -1.18019813 -0.49024739  1.24293746 -0.07633017  0.53946169
  0.26798291  0.25506239 -1.18597108 -0.09701487 -0.47391772  0.35540299
 -0.32950908  0.10507259 -0.1379504   0.13965931  0.05160198 -0.28054465
  0.04490367 -0.46068526 -0.67163305 -0.22124721  0.05216578 -0.04162104
  0.05295085 -0.1733865  -0.08172531  0.36467438  0.74135521 -0.21687423
 -0.40355724  0.10277533]"
3735,5445,"[ 2.38937553e+00 -1.41561611e+00 -9.21031205e-01  3.17471142e+00
  5.69278107e-02  9.34467702e-01  6.26227055e-02  6.51931554e-01
 -1.23067395e+00 -9.45695458e-02 -8.28352079e-01  2.99290169e-01
 -7.44064640e-01  3.13009275e-03 -9.57184245e-02  1.08536641e-01
  5.47495239e-02  1.91010971e-02  1.64708108e-01 -6.01161941e-01
  2.38818434e-01 -1.25707491e-01 -7.04259016e-01 -3.39279695e-01
  3.90008476e-01  5.97444688e-01  1.75792951e-01  4.01613111e-01
 -1.05894314e-01 -2.20996899e-01 -3.52211729e-01  4.12607615e-01]"
3736,6410,"[ 0.72474707 -0.61040429 -0.17703904  0.41870586 -0.29640333  0.25973463
  0.31845182  0.40775124 -0.14152489  0.18658178 -0.24920113  0.0102732
  0.1563821   0.08527714 -0.05397698  0.08411505  0.13634978 -0.02963507
  0.022428   -0.16204468 -0.02022841 -0.24137226 -0.36317645 -0.09052214
 -0.12670987  0.26015799  0.18005051 -0.15587152  0.13802871 -0.09412646
 -0.06503052  0.25589014]"
3737,2854,"[ 0.87458007 -0.49837227  0.39060183  0.36851697  0.50694792 -0.79615377
  0.76438022 -0.19953894 -0.14632273 -0.46353878 -0.09560875  0.04697328
  0.08551717 -0.43396701 -0.66234836  0.09096303  0.66430164 -0.39963877
 -0.3924158  -0.05616067 -0.22990293 -0.03661523 -0.66295422 -0.27614357
  0.20998863  0.19803425 -0.53069905  0.23109629  0.15863697  0.22060149
  0.08719129  0.04111223]"
3738,704,"[ 0.1287711  -0.19980801 -0.0213544   0.33495925  0.10128402  0.19332185
  0.17027982  0.0196953  -0.16046438 -0.06047291 -0.15860766  0.07109629
 -0.00153893  0.01511871 -0.28247905  0.10370926 -0.0465083   0.0773911
  0.02190104 -0.2376996   0.03843259 -0.02442987 -0.01158635  0.0030444
 -0.1248923   0.03807038 -0.05960959  0.15572485  0.09842987  0.03758937
 -0.08780064 -0.02107305]"
3739,1542,"[ 1.71197264e+00 -8.76366594e-01 -5.97644884e-01  3.07788401e+00
  8.25257650e-01  7.15431983e-01 -6.57772178e-01 -2.85931035e-01
 -1.45306300e+00 -3.35774792e-01 -1.10160114e+00  6.42104948e-02
  2.40615924e-01 -5.46643936e-01  2.51156994e-01  8.08204513e-01
 -4.17866107e-02  5.62806547e-02  2.27852378e-01 -1.89128647e-01
  5.82089078e-02  8.86409978e-02 -3.74081187e-01 -2.62894145e-01
 -1.78808924e-01  1.10038181e-01 -3.64607447e-01  2.53791837e-01
 -3.47086879e-01  1.99065198e-03  3.56617589e-01  1.43408338e-02]"
3740,2794,"[ 3.46135817 -1.93547795 -0.12443933  3.89394031  0.87603426  0.46964491
 -0.00525159 -0.56985435 -1.63185963  0.08869198 -1.89531191 -0.3495575
  0.47413833 -0.29190082 -0.12454937 -0.24650391  0.09331814  0.23146812
 -0.14778612  0.35474439 -0.21879057  0.07674481  0.02806972  0.41472292
 -0.32385555  0.0457186  -0.02416838 -0.36155458  0.05779992 -0.07945215
 -0.16304766 -0.21781981]"
3741,2777,"[ 2.05435089 -1.02676821 -0.31874927  2.43131734  0.49457047  0.22687981
  0.13897835 -0.14017867 -1.07045311  0.01515237 -1.1311615  -0.65286076
  0.33492526 -0.47520699 -0.29356242  0.19965279  0.01781201 -0.63847613
  0.25812774 -0.20387832 -0.30394524  0.01323479  0.55098777  0.20419172
 -0.44827817  0.28148464  0.72363552 -0.14177241  0.39789513 -0.22081172
  0.7707229   0.31461946]"
3742,1799,"[ 3.6850496  -1.92021914  0.73263813  3.16646672  0.72711273 -0.67639136
  0.39771075  0.32010324 -0.67635886 -0.00964989 -1.42687965  0.11137512
 -0.07390941 -0.84912147 -0.43530221  0.03826499  0.88340535 -0.34719758
 -1.34302216  0.34886745  0.85320436 -0.18426577 -0.49017223  0.48662407
  0.60474927  1.01548752 -0.45158236  0.68177886  0.05226226  0.506566
  0.49407033 -0.08734781]"
3743,2726,"[ 1.53657394 -1.14565201 -0.29893518  2.16121734  0.61967116  0.67121677
 -0.45672379 -0.04389189 -1.43928423 -0.10224696 -1.27409729 -0.021627
 -0.16865643 -0.74295182  0.30771482  0.29759691 -0.10836137 -0.23449726
 -0.01838129 -0.20664555 -0.09026879  0.19600519 -0.00488936 -0.28849573
 -0.2724429   0.56111485 -0.03436593  0.32308167  0.25093974  0.0697332
 -0.3241388  -0.13833195]"
3744,5736,"[ 3.41810607 -1.61796698  2.63655773  0.68139387 -1.41047125  1.81568916
 -0.10481931  0.31377069 -0.03213087 -0.01632131 -1.31306152 -0.93601278
  0.63437668  0.99450064  0.58401923  0.57535589 -0.07226063 -1.25080898
  0.90001466 -0.3608255   0.05571647  0.16774314  0.43617779  0.10383309
  0.39190315 -0.80324337 -0.11497038  0.77914159 -1.2011553   0.61555405
 -0.08880707  0.55958193]"
3745,6250,"[ 0.81077988 -0.56362649  0.26795913  0.81030274  0.0064091   0.36735097
  0.08056692 -0.26832935 -0.18457447 -0.06614801 -0.72630601 -0.23512369
  0.0688566  -0.0421874  -0.07108369  0.0577794  -0.09200201 -0.04906769
  0.31020542  0.04568343  0.26807588  0.34400727  0.22256882 -0.13540543
 -0.31510633 -0.12633182 -0.31389783 -0.1849134  -0.26649825  0.36195149
 -0.28508388 -0.0486048 ]"
3746,1763,"[ 1.2720342  -0.6678387  -0.28718324  1.54534523  0.38258664  0.41130521
  0.00274017 -0.32402082 -1.09247663 -0.296797   -0.84183401 -0.05607596
  0.19789106 -0.15431349 -0.15040627  0.10664271 -0.19571127 -0.42601384
  0.04485389 -0.17980679 -0.84918533  0.07938859  0.98826954  0.02147231
 -0.38370234 -0.34378582  0.13100862  0.19884363  0.6485487  -0.56811283
  0.59910297 -0.16789458]"
3747,6097,"[ 4.30138648 -2.59994794 -0.56659766  2.80890899 -0.01423092  0.29870208
 -0.19847476  0.68782179 -1.51619083  1.2640639  -0.71688239  0.34123329
 -0.73196127 -0.05241335  0.54806856 -0.49188411  0.67136155 -0.29519886
 -0.05248413  0.43238455 -0.35317761 -0.32512524 -0.20647553  0.20284015
 -0.70158226  0.0933399   0.55143975  0.22536012 -0.23672624  0.23149423
 -0.22945636  0.56819419]"
3748,4839,"[ 0.4342718  -0.53031887 -0.138149    0.32957818  0.25131252  0.4050234
  0.23154251 -0.1206397  -0.51275463  0.05747197 -0.30606391  0.13823664
  0.18596229 -0.17469532 -0.13552794  0.17445265 -0.33047662 -0.18186427
  0.05398848 -0.17461756 -0.30867343  0.22164513  0.04056171 -0.21369705
 -0.33470224  0.00144845 -0.13626628  0.05026872  0.25413634 -0.09723081
 -0.14159476 -0.28499214]"
3749,1193,"[ 2.10018717e+00 -1.22342167e+00  9.67648499e-01  6.40743942e-01
  1.04157076e+00 -1.60171750e+00  2.06019486e+00 -6.30650281e-01
  3.10458700e-01 -1.04872327e+00 -5.09597364e-01  3.24474496e-02
  3.16445293e-01 -8.46346711e-01 -1.35093011e+00  5.59255779e-01
  9.51533705e-01 -1.12273774e+00 -5.57082034e-01  1.44120557e-01
  1.43117542e-01 -1.60014525e-03 -5.22026317e-01  3.27450135e-01
  3.94120991e-01  1.46389355e-01 -1.26894145e-01  1.51536296e-01
  1.76139943e-01  3.93281142e-01  9.12925148e-01 -1.67180726e-01]"
3750,669,"[ 1.14983135 -1.1853136  -0.61367182 -0.12129197 -0.51965928  0.23549283
  1.02779101  0.10079717 -0.22157344  0.37037303  0.50330649  0.51538792
 -0.36700275  0.72867929 -0.6658783  -0.17060264  0.11711668 -0.02044835
 -0.01585342  0.04099049  0.2775073   0.20602438 -0.26896855  0.26638793
 -0.2322933  -0.12936164  0.37884356  0.61843931  0.44881645  0.23755878
  0.24563831  0.1786882 ]"
3751,1645,"[ 1.24673047 -0.73941369  0.84160861  0.52352297  0.6352338  -0.58034025
  1.35860139 -0.28923689  0.13432745 -0.38073269 -0.373833    0.20747693
  0.12708029 -0.09007248 -0.82602531  0.6367137   0.05684254 -0.95910049
 -0.42322493  0.06218736 -0.10200688  0.02939638  0.00324738  0.61604889
 -0.07795213 -0.084433    0.24377177  0.25347792  0.03991176 -0.11609479
  0.65157547 -0.49022127]"
3752,1165,"[ 0.65189533 -0.76235838 -0.03069355  0.20612123  0.11192227  0.12341823
  0.59465763  0.01399872 -0.21000754  0.00877543  0.01637044  0.27399538
 -0.07909632 -0.02419061 -0.53294424 -0.07131541  0.09624496  0.2998516
  0.06504651 -0.05655119 -0.10867243  0.1270861   0.0698562  -0.19955707
 -0.21595746 -0.17017764 -0.0719863   0.12719203  0.25132263  0.08250238
 -0.24798763  0.22265719]"
3753,2247,"[ 2.3112852  -1.21000062 -0.58089913  3.6596359   0.58384411  0.61961753
 -0.59648801  0.0774109  -1.32822327 -0.16747637 -1.7387211   0.13427676
  0.10270983 -0.3841365   0.4364556   0.05804362 -0.06410262 -0.10119569
  0.6445222  -0.08687867  0.10339299  0.184568    0.23093593 -0.49661078
 -0.27584552  0.30217463  0.01710527 -0.39122645  0.11660827  0.11062117
 -0.23762629  0.18430552]"
3754,375,"[ 1.6768643  -1.1323573  -0.35271366  2.26020955  0.04073343  0.4879521
  0.17719317  0.47344071 -0.87778806  0.26862419 -0.89122169  0.41292457
 -0.30023008 -0.0345176  -0.41506884  0.1654587  -0.04039555 -0.24674805
 -0.05944382 -0.26321604  0.7186134  -0.11993991 -0.36645971 -0.11496374
 -0.16871411  0.48061256  0.34652774  0.61585573  0.18260378  0.24796638
  0.0684351   0.08962608]"
3755,5936,"[ 1.91472954e+00 -8.75139114e-01 -6.45441509e-01  3.88355134e+00
  6.40908412e-01  9.95573607e-01 -7.66347199e-01 -4.48309391e-02
 -1.54248412e+00 -3.66695917e-01 -1.25091688e+00  3.66396527e-01
 -2.49983432e-01 -1.22194247e-01  1.20686880e-01  7.91665844e-01
 -2.69601024e-01 -7.62570112e-02  3.89357016e-01 -2.04574898e-01
  1.03995145e-01 -4.90786500e-04 -2.30788767e-01 -3.34808631e-01
  2.64133139e-01  8.70320436e-02  2.69458092e-01  7.87267333e-02
 -3.97709279e-01 -5.64328074e-03  5.77810426e-02  3.48178864e-01]"
3756,3014,"[ 1.15421868 -1.07878651 -0.26254898  1.62277702  0.22767899  0.7056973
  0.23699684 -0.32285227 -1.1222373  -0.27009951 -1.02607515  0.07804337
  0.08724511 -0.25917595 -0.16518202  0.55499045 -0.35298616 -0.42376347
  0.1323852  -0.04709555  0.08252754  0.03362223  0.22600514 -0.3835857
 -0.41932864  0.01067316 -0.09543899  0.37715789 -0.02311132  0.03551541
  0.29144247 -0.23797801]"
3757,4789,"[ 3.07910021 -1.11516652 -0.19113022  4.55634043  0.5673843   0.75500092
 -1.11759218 -0.01503166 -1.21478843 -0.25069418 -1.42456126  0.07092318
 -0.46519712 -0.15325916 -0.0362613   0.50436638 -0.05210308  0.42459124
  0.16338972  0.09464617  1.01974633 -0.2455572  -1.10907709 -0.13600488
  0.13435502  0.49286758 -0.39365741  0.77306291  0.13155825  0.60365938
 -0.24068798 -0.03223971]"
3758,1258,"[ 0.53285176 -0.43430281 -0.09573925  0.31560094 -0.16143044  0.31659636
  0.21275851  0.37457998 -0.09760919 -0.06913859 -0.32414311 -0.01943917
  0.46891946  0.07939243 -0.08270808  0.01947425 -0.06685112 -0.27953418
 -0.02547353 -0.28242048  0.13001424 -0.12600775 -0.21337592  0.018516
 -0.33318665  0.3208455  -0.13349891  0.02825944  0.12950074  0.25744282
  0.10426213  0.05003429]"
3759,3128,"[ 4.96857934e+00 -3.45481937e-01 -1.22102915e+00  8.63983111e+00
  1.74619146e+00  1.05843509e+00 -2.01849004e+00  1.52736346e-01
 -4.90870316e-01 -4.49480360e-01 -3.39576588e-01  3.04288530e-03
 -2.81216094e-01  7.38943507e-02 -2.38728583e-02 -1.49581008e-01
  1.66733642e-01  8.36320087e-02  4.83002230e-01 -2.20720795e-01
  5.16001768e-01 -4.70633937e-03 -5.34439962e-02 -2.04481889e-01
  4.53188812e-01 -3.34793558e-01 -3.24520344e-02 -2.82310469e-02
  3.59309507e-01 -1.30612457e-01  4.93211443e-01  5.51088586e-01]"
3760,5891,"[ 0.51659325 -0.40505296  0.36460882  0.03240399 -0.14418243  0.36601252
  0.14464995  0.03063709  0.05412527  0.00278713 -0.44119853  0.0645449
 -0.00655727  0.31734692 -0.18195013  0.06655103 -0.12770322 -0.20277862
  0.2122576  -0.17806303  0.01225627 -0.03164432  0.08210675 -0.07783663
 -0.4031085   0.26775795  0.09493     0.36316344  0.09933075  0.14615597
 -0.02902223  0.1210808 ]"
3761,2955,"[ 1.54351616 -0.8589939  -0.35389486  2.49508722  0.68049909  0.47615824
 -0.34286978 -0.69319702 -1.66648577 -0.43475037 -1.16712044 -0.04942522
  0.42744763 -0.63623478  0.03733455  0.62574182 -0.08774353 -0.25817177
 -0.03980598  0.02076749 -0.45375309  0.06101619  0.23386389 -0.1943997
 -0.19127847 -0.43019779 -0.43287683  0.47166822  0.12187626 -0.30523997
  0.18019687 -0.15677454]"
3762,3972,"[ 0.14330216 -0.17911487 -0.03048744  0.15041357  0.01308356  0.13593105
  0.20436402  0.02181099 -0.10998439 -0.08860002 -0.12360935 -0.05090117
 -0.01196246  0.02889363 -0.3101925   0.02681896 -0.05453861 -0.03977831
 -0.07615136 -0.17525794 -0.04546375 -0.10113567  0.12978261 -0.03573718
 -0.08105526 -0.09692851  0.02516956  0.11599646  0.15162892 -0.09594269
  0.07249322 -0.03908571]"
3763,282,"[ 0.73496241 -0.23906225  0.58520196  0.19401931  0.2093633  -0.67223407
  0.89013984 -0.09689335  0.18062524 -0.26147156 -0.16642657  0.2517305
  0.08499219  0.01204327 -0.42377217  0.41012285 -0.00401736 -0.41048496
 -0.18244137 -0.06627429  0.026445    0.11020264 -0.1688831   0.42506187
 -0.00896884 -0.0596348  -0.04105699  0.13765984 -0.05481333 -0.10709969
  0.17089346  0.01373198]"
3764,225,"[ 0.35930938 -0.40401173  0.00079536  0.05331714  0.0370373   0.25879524
  0.27213777 -0.1009406  -0.08644741 -0.03383572 -0.21783163 -0.01971957
  0.30581295  0.00460978 -0.22973279  0.06696613 -0.34840157 -0.13855459
 -0.00945661 -0.03873402  0.11513793  0.02637958 -0.03486521 -0.12055211
 -0.3745803  -0.1961084  -0.22963498 -0.09345852 -0.04216852  0.02267176
 -0.03441627 -0.21271053]"
3765,4532,"[ 0.88837453 -0.52488793  0.9053837   0.1205714  -0.38170268  0.6579052
  0.06425373 -0.1978241   0.14739735  0.22715266 -0.69413953 -0.03868178
 -0.35258195  0.3917823  -0.24398837  0.03122992 -0.30010355 -0.41011478
 -0.1696448  -0.27642096  0.24392137  0.01330164  0.02564371 -0.31429356
 -0.44129294  0.3898918   0.31789001  0.23667912  0.35220974  0.1938629
  0.35256609  0.13962371]"
3766,1498,"[ 4.18974734 -1.07818953 -0.58986805  6.19081982  1.25340931  0.68814266
 -1.68986879  0.51414893 -1.05390273  0.1304058  -1.47322251 -0.22788607
  0.33078521 -0.8019727   0.54354404  0.23041195  0.52321753  0.68099464
 -0.50176891  0.24573882  1.17405515  0.05137479 -0.87881803  0.8867108
  0.39613731  0.9846573  -0.33489387  0.35037164 -0.53687301  0.1617329
  0.25829196 -0.711903  ]"
3767,4561,"[ 4.60273927 -0.53010056 -0.71783015  7.95074048  1.76087645  0.55427488
 -2.15436239 -0.03571261 -0.9075032  -0.11171037 -0.89773789  0.23890774
 -0.11254179 -0.51488189 -0.03807278  0.42982093  0.41105337  1.08675254
  0.32598289  0.11633142  0.48438256 -0.06446562 -0.63029765  0.71064329
  0.19906783 -0.01312867 -0.37311761  0.15572386 -0.59344818 -0.14049603
 -0.65748165  0.35740772]"
3768,4048,"[ 5.34146773e+00 -1.58792416e-01 -9.22296130e-01  8.74623533e+00
  1.98575885e+00  6.05660105e-01 -2.17196173e+00 -3.30023928e-01
 -4.60999270e-01 -5.38770012e-01 -8.68780737e-01 -1.41373311e-01
  1.07309797e-01 -1.72714833e-01 -2.86860912e-01  4.78323626e-04
  2.00277854e-01  7.83251864e-01  7.98655662e-01  6.93773989e-01
  2.21189276e-01  7.49775039e-02  1.51493206e-01  9.51052050e-01
  2.81789057e-01 -3.89004293e-01  1.97501303e-01 -4.92452166e-01
  4.71935158e-01 -3.51229143e-02  2.98547947e-01  8.18701541e-01]"
3769,3520,"[ 1.26753666 -0.58676023  0.67387524  0.36356867  0.11622635 -0.08939062
  0.25198947  0.27452611  0.15694132  0.05349568 -0.48730545  0.18244716
 -0.25178074 -0.04482991 -0.07679638  0.71804049 -0.19083612 -0.27777801
 -0.12886399 -0.14596698  0.27134434 -0.39646285  0.5295472  -0.09056337
 -0.24482317  0.52038805  0.38943546  0.03249649  0.39287209  0.42297549
  0.21112712  0.17747507]"
3770,2293,"[ 1.40210229 -1.35780432 -0.55428243  0.17759684 -0.29670854  0.12129528
  0.47979763  0.5301418  -0.38756847 -0.2790847   0.54412008  0.45580347
 -0.06829618  0.39803795  0.24944738 -0.55096897  0.41681781 -0.03039599
 -0.16569186 -0.3190817  -0.01328778  0.01482788 -0.07258115 -0.04864881
  0.18565047 -0.08298757 -0.42097201  0.13353901  0.36685574  0.14545519
 -0.34813918  0.32133124]"
3771,1158,"[ 0.28934623 -0.21239517  0.03388367  0.07551938  0.10118527  0.13457827
  0.19085517  0.07852886 -0.02614133 -0.11016287 -0.1024333   0.07419837
  0.09648303 -0.02632402 -0.21287954  0.04095817 -0.10657883  0.01120654
  0.02882525 -0.11523142 -0.10220193 -0.21353857  0.06580012 -0.11013974
 -0.15955845  0.07364364  0.01993161 -0.09394628  0.07897237  0.03877427
 -0.04004216 -0.16019126]"
3772,3215,"[ 1.00018467 -1.03263947 -0.1885017   0.49079771 -0.23967053  0.22685985
  0.65506137  0.29550463 -0.43827234  0.51741253 -0.18523896 -0.00608619
 -0.10896736  0.10311184 -0.27905146  0.071561    0.28242614 -0.09543419
  0.05687763 -0.03472233 -0.01029626 -0.09444906 -0.21614105 -0.12342836
 -0.14370128  0.43302819  0.56875682  0.44118072  0.03790855  0.05213335
 -0.00672506 -0.18531945]"
3773,5815,"[ 5.19125704 -1.77652591 -0.98916362  6.40493897  1.34691724  0.94056264
 -1.01580098  0.3079491  -1.00465346  0.41215153 -0.54210212 -0.43153587
 -1.369245    0.18323205 -0.02169246  0.43567792  0.25575811  0.32635955
  0.24155547  0.29494566 -0.06844852 -0.64555287 -0.10120096 -0.64565259
  1.3890751  -0.03006049  0.45827137 -0.01170377 -0.45452512  0.36709175
  0.08821648  1.60705225]"
3774,2188,"[ 0.24162824 -0.13330301  0.08849119  0.27853683  0.0743803  -0.01242789
  0.17394636  0.10585248 -0.13012323  0.06854472 -0.14144045  0.09019329
 -0.12858204  0.0074375  -0.37206421 -0.13528269  0.03753325  0.06279328
 -0.16348404 -0.22416167  0.10405334 -0.01438527 -0.05796724 -0.06053019
 -0.05616235  0.18905344 -0.09116696  0.19151758  0.05829808  0.04713474
 -0.08832747 -0.04092906]"
3775,3479,"[ 2.17249201 -1.41531151 -0.53590514 -0.6948539   0.76258954  0.42987095
  0.47666217  0.90378984  0.33074875 -0.35627666  0.65873646  0.94033818
 -0.48185989 -0.60630326 -0.55331692 -0.13191353 -0.19561224 -0.25548364
  0.21647297 -0.83840824  0.29650767 -0.09330967 -0.22716724 -0.00856666
  0.14977594 -0.09149419  0.27858653  0.16744437  0.76293921  0.44568486
  0.28751437  0.36656396]"
3776,4505,"[ 2.71261569e+00 -1.09372717e+00 -6.94802921e-01  4.50582356e+00
  8.63165736e-01  9.81894449e-01 -1.18329155e+00 -6.29919762e-01
 -1.76888276e+00 -3.23157226e-03 -1.63216828e+00  4.12024920e-01
 -1.27691758e-03 -5.04502219e-01 -4.38583489e-02  2.13034636e-01
  1.27658092e-01  5.18750001e-01  1.32539829e-01 -1.59463038e-01
 -2.68815613e-01 -1.73136696e-01  3.86379712e-02  2.22779296e-01
 -2.13830046e-01 -2.72193471e-01  2.87153270e-01 -2.71992960e-01
 -4.34532830e-01  4.97049399e-01  2.98819483e-02  3.35214005e-01]"
3777,181,"[ 1.11068295 -0.94044063 -0.11458202  1.77780907  0.38680394  0.64949233
 -0.00297624 -0.37233566 -1.33700989 -0.0730307  -1.26022468 -0.17759803
  0.05571599 -0.45740488  0.11973401  0.45483379 -0.28800011 -0.21018578
  0.110161   -0.15525721 -0.21108767  0.13823463  0.55217033 -0.5509568
 -0.43959189 -0.14978548 -0.30517964  0.46014315  0.06881364 -0.04788494
  0.28580583 -0.19128037]"
